Entity	Annotation
http://my.dbpedia.org/resource/%E1%80%98%E1%80%AC%E1%80%9B%E1%80%80%E1%80%BA_%E1%80%A1%E1%80%AD%E1%80%AF%E1%80%98%E1%80%AC%E1%80%B8%E1%80%99%E1%80%AC%E1%80%B8	Uncertain
http://my.dbpedia.org/resource/%E1%80%98%E1%80%AC%E1%80%9B%E1%80%90%E1%80%BA%E1%80%A1%E1%80%AD%E1%80%AF%E1%80%98%E1%80%AC%E1%80%B8%E1%80%99%E1%80%AC%E1%80%B8	Uncertain
http://mzn.dbpedia.org/resource/%D8%A8%D8%A7%D8%B1%D8%A7%DA%A9_%D8%A7%D9%88%D8%A8%D8%A7%D9%85%D8%A7	Uncertain
http://ne.dbpedia.org/resource/%E0%A4%AC%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%95_%E0%A4%93%E0%A4%AC%E0%A4%BE%E0%A4%AE%E0%A4%BE	Uncertain
http://pnb.dbpedia.org/resource/%D8%A8%D8%A7%D8%B1%DA%A9_%D8%A7%D9%88%D8%A8%D8%A7%D9%85%DB%81	Uncertain
http://ru.dbpedia.org/resource/%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0,_%D0%91%D0%B0%D1%80%D0%B0%D0%BA	Uncertain
http://ru.dbpedia.org/resource/%D0%9F%D1%80%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%82%D1%81%D1%82%D0%B2%D0%BE_%D0%91%D0%B0%D1%80%D0%B0%D0%BA%D0%B0_%D0%9E%D0%B1%D0%B0%D0%BC%D1%8B	Uncertain
http://sr.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://ta.dbpedia.org/resource/%E0%AE%AA%E0%AE%B0%E0%AE%BE%E0%AE%95%E0%AF%8D_%E0%AE%92%E0%AE%AA%E0%AE%BE%E0%AE%AE%E0%AE%BE	Uncertain
http://te.dbpedia.org/resource/%E0%B0%AC%E0%B0%B0%E0%B0%BE%E0%B0%95%E0%B1%8D_%E0%B0%92%E0%B0%AC%E0%B0%BE%E0%B0%AE%E0%B0%BE	Uncertain
http://tg.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://tg.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D2%B2%D1%83%D1%81%D0%B5%D0%B9%D0%BD_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://th.dbpedia.org/resource/%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%94%E0%B8%B3%E0%B8%A3%E0%B8%87%E0%B8%95%E0%B8%B3%E0%B9%81%E0%B8%AB%E0%B8%99%E0%B9%88%E0%B8%87%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B2%E0%B8%98%E0%B8%B4%E0%B8%9A%E0%B8%94%E0%B8%B5%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%81_%E0%B9%82%E0%B8%AD%E0%B8%9A%E0%B8%B2%E0%B8%A1%E0%B8%B2	Uncertain
http://th.dbpedia.org/resource/%E0%B8%9A%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%81_%E0%B9%82%E0%B8%AD%E0%B8%9A%E0%B8%B2%E0%B8%A1%E0%B8%B2	Uncertain
http://th.dbpedia.org/resource/%E0%B8%9A%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%84_%E0%B9%82%E0%B8%AD%E0%B8%9A%E0%B8%B2%E0%B8%A1%E0%B8%B2	Uncertain
http://tt.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://tt.dbpedia.org/resource/Baraq_Hussey%C4%B1n_Obama_II	Uncertain
http://www.wikidata.org/entity/Q13202704	Obama
http://uk.dbpedia.org/resource/%D0%91%D0%B0%D1%80%D0%B0%D0%BA_%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0	Uncertain
http://ur.dbpedia.org/resource/%D8%A8%D8%A7%D8%B1%DA%A9_%D8%A7%D9%88%D8%A8%D8%A7%D9%85%DB%81	Uncertain
http://yi.dbpedia.org/resource/%D7%91%D7%90%D7%A8%D7%90%D7%A7_%D7%90%D7%91%D7%90%D7%9E%D7%90	Uncertain
http://zh-yue.dbpedia.org/resource/%E5%A5%A7%E5%B7%B4%E9%A6%AC	Uncertain
http://zh.dbpedia.org/resource/%E8%B4%9D%E6%8B%89%E5%85%8B%C2%B7%E5%A5%A5%E5%B7%B4%E9%A9%AC	Uncertain
